,詞頻
退冰的雞蛋,1
菜瓜,1
新鮮磨菇,1
熟成芒果,1
新鮮檸檬(帶皮),1
現磨香料,1
奧地利金牌南瓜籽油,1
西柚,1
雞胸肉(or 去骨雞腿排),1
甜橘,1
裝飾番茄,1
鹽.黑胡椒,1
優格 (無糖),1
櫛瓜或小黃瓜,1
綠色蔬菜沙拉,1
主食材：,1
芥藍,1
培根/肉鋪（也可選其一）,1
堅果,1
班尼迪克蛋材料：,1
保鮮膜,1
調料：,1
海鹽,1
千島醬或荷蘭醬,1
可愛小熊模具,1
生菜(或生波菜),1
果醬(覆盆子),1
台灣鯛,1
羊油,1
美乃滋 Mayonnaise,1
自己喜愛的生菜,1
綠豆雪糕食材,1
小磨坊-咖哩粉,1
白魷魚身,1
紅捲鬚生菜,1
小磨坊-白胡椒粉,1
小磨坊-印度咖哩粉,1
小磨坊-薑黃粉,1
小磨坊-正味雞粉,1
小磨坊-七味唐辛子,1
堅果碎粒,1
小磨坊洋香菜葉,1
蒜風味油,1
蟹籽（飛魚卵）,1
羅馬生菜,1
沙津醬（沙拉醬）,1
胡蘿蔔(履歷),1
蛋黃醬/美奶滋,1
義大利香料鹽,1
蜜瓜,1
鹽（拌入沙拉用）,1
生鮮研磨山葵醬,1
柳橙利口酒,1
Lady choise 美乃滋,1
全蛋（完全熟的）,1
黑椒粒（撒表面）,1
任何水果切塊,1
柳橙皮,1
咖啡豆,1
黑莓,1
牛肉(整條),1
鹽（煮蝦用）,1
義大利濃縮陳年葡萄醋,1
柴魚絲,1
去骨雞肉,1
元氣一番凱薩沙拉醬,1
鮮草蝦,1
蘆筍尖（5cm）,1
酒（煮蝦用）,1
吝仁果,1
榛果粒,1
燈泡茄,1
[調味料]義式香草鹽,1
糖　,1
韓式辣椒粉(依照喜歡辣度添加),1
白芝麻油　　(可用香油替代),1
白醋　,1
芝麻　,1
豆芽苗,1
醃雞香料,1
[調味料]粗粒黑胡椒粉,1
巴塞米醋,1
[調味料]香油,1
橙橘,1
醃好的雞胸肉,1
燙好的秋葵,1
泡開的乾燥海帶,1
市售冷凍地瓜,1
彩椒（或者紅黃各半）,1
醬油　,1
青蔥　,1
大蒜　,1
番茄醬（或千島沙拉醬）,1
愛芒果,1
芒果沙拉醬,1
大型圓茄,1
香菜或巴西里或其他香料,1
雞大腿,1
香菜(可省略),1
鮪魚排,1
優格美奶滋,1
柿餅,1
中蝦,1
雞肉碎,1
指天椒,1
栗子地瓜,1
美國香橙,1
美乃滋（或優格）,1
Kewpie 沙拉醬,1
空心粉（可以的話選最小的尺寸）,1
辣椒粉或七味粉,1
燙熟蝦仁(切薄片),1
羅勒碎,1
水煮蛋 (切小丁),1
或是雞胸肉,1
葡萄柚薄片,1
白吐司片,1
玉米仔,1
曰式芝麻醬,1
鳳梨(切小丁),1
義大利混合香料,1
小蘋果(切薄片),1
柳橙(切小塊),1
楓糖或蜂蜜,1
細砂糖˙,1
日式芥茉醬,1
酸桔醋,1
豬肉片/雞胸肉,1
紅酒醋(Balsamic),1
乾羅勒葉（可不加）,1
豬肉塊（或豬肉片、或雞肉）,1
植淨美-草本洗手慕斯薰衣草香氛,1
義美純米酢,1
秀英手工冰糖檸檬,1
醋和水,1
新鮮蒔蘿或茴香,1
鮮蝦或蝦仁,1
小番茄（或牛番茄2顆）,1
鹽，黑胡椒，白胡椒,1
Coleslaw,1
蕎麥涼麵,1
帶皮花生,1
Zespri 紐西蘭奇異果,1
綠巨人珍珠玉米粒(易開罐),1
全聯基隆小章魚,1
全聯甜橙,1
全聯聖女蕃茄,1
冷凍蝦 (新鮮蝦),1
蒜頭香料,1
百香優格醬,1
扁桃仁,1
烏斯特醋醬,1
新鮮羅勒(可省略),1
中型章魚,1
印度芒果甜酸醬(可省略),1
蒿苣,1
白雪菇、虎菇,1
母傳原味優格,1
拋殼瓜子,1
白酒 (或米酒),1
棒棒腿肉,1
糯米玉米,1
椰糖 (或二砂),1
炸醬,1
新鮮九層塔葉,1
剝皮蝦,1
白肉紅龍果,1
塊狀起士(可省略),1
全聯洋蔥(切碎末),1
香橙果汁,1
味之素香味醬- 日式鹽味,1
義式香醋,1
去籽西瓜,1
草飼奶油/冷壓椰子油,1
香菜/九層塔(可省略),1
熟蛋碎,1
酸黃瓜碎,1
梅林辣醬油/烏斯特黑醋,1
水滴狀白巧克力,1
Zespri陽光金圓頭奇異果,1
綠巨人天然無鹽玉米粒,1
全聯嫩葉沙拉,1
全聯白芝麻,1
全聯美國無骨牛小排火鍋片,1
全聯紫甘藍,1
全聯彩椒(黃甜椒+紅甜椒),1
無調味的綜合堅果,1
玫瑰鹽胡椒,1
(愛料理市集)北海道生食干貝,1
櫛瓜(切條),1
牛里肌肉或後腿肉（切絲）,1
鹽（ 可省略）,1
洋香菜末（ 可省略）,1
沸水,1
小黃瓜(切條),1
胡蘿蔔(切條),1
番茄(切塊),1
豆腐(煎至兩面金黃),1
亨式黃芥末醬,1
綠捲鬚萵苣,1
紅捲鬚萵苣,1
熟腰果碎,1
沙拉醬Light,1
冷凍綜合海鮮,1
芝麻菜（或香菜，九層塔）,1
日本美奶滋,1
雞里肌（其他肉類也可）,1
李派林烏斯特醬,1
異麥芽寡糖,1
品高玓玓蜂蜜芥末沙拉醬,1
巴西裡或洋香菜細末,1
鴨賞(切厚絲),1
紅蔥末,1
純蛋黃沙拉醬,1
鯖缶水煮,1
醬油、醋,1
造型麵,1
品高玓玓原鮮沙拉醬,1
檸檬香桃木,1
好市多凱薩雞肉沙拉,1
蔥油餅皮,1
細透明膠帶/台(包裝用),1
水果叉或蛋糕塑膠叉,1
雜錦沙拉葉,1
哈羅米芝士,1
大麻籽,1
煮熟藜麥,1
馬鈴薯-小顆,1
香菇，金針菇,1
五彩胡椒粒,1
屏榮蒲燒鰻,1
米皮,1
橄欖油與醋,1
松露布列塔乾酪,1
Balsamico(紅酒醋）,1
紫高麗絲,1
桂冠和風醬,1
蒜油(可略),1
帶殼鮮蝦,1
燙熟花椰菜,1
熟玉米粒（罐頭可）,1
沙拉醬（美奶滋）,1
檸檬(小）,1
低卡水煮鮪魚罐頭,1
生菜萵苣,1
袖珍菇（全聯）,1
桃太郎蕃茄,1
細黑胡椒粉,1
薄口醬油,1
嫩波羅蜜,1
四方鮮乳 - 莫札瑞拉起司,1
四方鮮乳 無糖優酪乳,1
沙拉罐,1
橄欖油或植物油,1
無刺白帶魚卷,1
青皮芒果,1
腰果或熟花生,1
梅花豬,1
玉美貝比生菜,1
雞液,1
木薯粉,1
香菜（九層塔）,1
鯷魚沾醬,1
烤過的碎花生米,1
海鮮醬,1
Tabasco辣椒調味醬,1
水切優格,1
奇異果、蘋果、小蕃茄,1
阿魏粉,1
莫札雷拉乳酪,1
沙拉專用蕃茄,1
新鮮甜羅勒葉,1
雪菇,1
蘿蔓菜,1
雞蛋1顆+鮮奶,1
芫荽粉,1
芫荽碎（香菜）,1
鮪魚罐頭（好市多）,1
國產蘿蔓,1
鯷魚（或油漬沙丁魚）,1
QQ彎管麵,1
糖鹽黑胡椒,1
熟雞胸肉絲,1
鹽（鹽黃瓜用）,1
西瓜大片,1
烤地瓜（全家）,1
巴西利（歐芹）,1
松子與腰果,1
1橄欖油,1
白酒（就也可以）,1
白胡椒（胡椒也可以）,1
油醋汁,1
冰塊水冰鎮用,1
1南瓜,1
2甘藷(地瓜),1
3堅果胡桃、腰果，任何堅果皆可,1
2鹽,1
正章魚,1
3洋蔥末,1
4蜂蜜,1
5西式黃芥末(無子芥末醬),1
6美乃滋,1
7白酒醋(或一般白醋),1
8鹽、黑胡椒,1
巴西利（歐芹）的莖,1
鷹嘴豆罐頭,1
歐芹（即巴西利，平葉佳，捲葉可,1
麥典實作工坊麵包專用粉,1
Mozzarella 起司絲,1
秋葵20-25條,1
白酒醋及紅酒醋,1
現成凱撒醬,1
嫩菜葉,1
熟雞肝,1
市售凱薩沙拉醬,1
鹽巴（醃小黃瓜用）,1
Greek 優格,1
即發乾酵母,1
水煮鮪魚罐頭(水已瀝乾),1
迷你橘彩椒,1
迷你紅彩椒,1
黃麵條,1
鹽（醃黃瓜用）,1
冷凍蛋塔皮,1
即食蟹肉棒(日本進口),1
花椰菜莖,1
意麵,1
銀絲卷,1
KEPIE 日式芝麻醬,1
紅蘿蔔丁(蒸熟),1
澳洲胡蘿蔔,1
黃金番茄,1
博康奇尼Bocconcini,1
新鮮羅勒葉（或九層塔）,1
蝦(剝殼去腸泥),1
魷魚(切圈),1
小黃瓜(切小塊),1
熟章魚（冷凍）,1
鳳梨 (罐頭),1
台灣好田 香檬原汁,1
巴薩米克醋膏,1
蘆筍-切段,1
紅蘿蔔-切片,1
龍蝦海鮮沙拉醬,1
家福雞豆（鷹嘴豆）,1
希臘優格（無糖）,1
水煮花椰菜,1
紫玉白菜,1
芥末mustard,1
沙拉醬mayonnaise,1
白胡椒粉w pepper pw,1
蝦餅片,1
小黃蕃茄,1
黃/黑葡萄乾,1
柳丁或香桔士,1
橘瓣,1
紅洋蔥red onion,1
蝦味魚卵,1
小蕃茄 ,1
亨氏蘋果醋,1
亨氏黃芥末醬,1
雞腿肉 1片 (切塊),1
大蒜 (搗泥),1
薑 (去皮搗泥),1
香菜parsley,1
熟薯boiled potato,1
辣粉,1
英國黑醋（或檸檬）,1
芝麻業、紅酸模,1
鳳梨罐頭的湯汁,1
玉米粒(熟),1
海鹽 黑胡椒粉,1
乾米線,1
白蝦（或草蝦）,1
透抽（或小捲）,1
生菜，洗過，撥碎,1
義大利巴西里,1
薑末,1
沙朗牛排（或紐約客）,1
牛毽子心肉（或橫膈膜）,1
酪梨（熟成）,1
萊姆（皮和果汁）,1
紅洋蔥（切片之後泡水）,1
青醬（見下方）,1
再來米粉,1
Q比美乃滋,1
紫洋蔥 (切絲),1
檸檬(萊姆)lemon,1
洋蔥切丁或絲,1
鮭魚子醬,1
沙拉醬或橄欖油,1
番茄及甜丁,1
牛番茄or大番茄tomato,1
香菜Cilantro,1
紫洋蔥or白洋蔥onion,1
鹽巴salt,1
小番茄 (對切),1
黑胡椒Black pepper,1
乾牛至oregano,1
摩佐拉起司（costco),1
義式香草醬,1
羅勒（九層塔）,1
彩色胡椒,1
野生明蝦仁,1
去籽番茄,1
鮪魚罐頭(無油),1
棕櫚糖,1
優質初榨橄欖油,1
雀巢快凝寶晶澈配方,1
帕馬森起司屑,1
雙色櫛瓜各一草蝦6隻,1
牛蕃茄二顆鴻禧菇一包,1
檸檬汁一顆,1
市售熟魚卵,1
里肌肉絲,1
沙拉（寶寶要吃即省略放）,1
傳統火腿,1
陽光生菜,1
小蕃茄紅,1
小蕃茄橘,1
莓果原汁,1
蜂蜜　,1
瓦薩米生菜,1
玉女番茄,1
美蘿心,1
梅香醋,1
生龍蝦,1
紅酒或水,1
煙燻火雞,1
蔓越莓油醋醬,1
永新胡麻沙拉醬,1
花生（可省略）,1
美奶茲大匙,1
無油牛油,1
便利店沙拉,1
紅色辣椒去籽切絲,1
醋漬黑橄欖,1
雞蛋白,1
水煮蛋 (切1/4或1/6),1
小番茄 (切半),1
鮪魚罐頭汁/油,1
九層塔葉或羅勒葉,1
澳洲牛絞肉(瘦),1
蔓越莓醬,1
西班牙瑪托斯特級初榨橄欖油,1
煙燻火雞肉,1
三文魚,1
竹篙筍,1
義大利麵BowTiePasta,1
羅馬生菜 Lettuce,1
小蕃茄 Roma Tomato,1
培根 Bacon,1
田園沙拉醬 Ranch,1
烤肉醬 BBQ Sauce,1
黑胡椒 BlackPepper,1
玉蜀黍,1
紫甘藍菜,1
小磨坊義大利調味料,1
黑蒜頭,1
黃甜椒絲,1
辣椒或朝天椒,1
麵團,1
紅色彩椒切絲,1
泰國檸檬葉切碎,1
富田黑糖梅肉乾,1
蜂蜜（1:1）,1
獼猴桃,1
羅馬生菜，紅葉生菜,1
三色櫻桃蕃茄,1
香草雞胸,1
杏仁，腰果,1
西柚，葡萄乾,1
黃芥末（1:1）,1
檸檬汁（可用醋代替）,1
檸檬角,1
橄欖油（或蔬菜油）,1
永新千島沙拉醬,1
無糖優格(可省略),1
番茄（小顆的7-8粒）,1
蚵仔,1
淡醬油（可一般醬油,1
糖（有棕櫚糖更好,1
無糖酸奶,1
小麥粉,1
雁門清高苦蕎粉,1
烤花生,1
巴西利香料或義大利綜合香料,1
生食級蟹味棒,1
壽喜燒醬汁,1
綠胡椒粒,1
紅胡椒粒,1
研磨香料,1
培根 （素食者可不加）,1
馬鈴薯：,1
蛋：,1
紅蘿蔔：,1
小黃瓜：,1
燻火腿：,1
日式沙拉醬：,1
鹽：,1
白醋（千鳥醋）：,1
生火腿(*1,1
鮮味炒手(可換鹽),1
蘆筍-洗淨切段,1
初榨懶懶油,1
現磨芝麻醬,1
溫水,1
金針菇,1
蒜頭，拍過,1
蘑菇，切半,1
香菇，去蒂頭，切1/4,1
鴻喜菇，可省略,1
小磨坊玫瑰海鹽,1
越橘醬,1
日式米醋,1
BBQ調味粉,1
義大利小彎管麵,1
彩色小番茄剖半,1
大黃瓜切片,1
羅勒葉或九層塔葉切絲,1
白酒醋或義大利巴薩米克醋,1
蟹味菇,1
食用花(茼蒿花、石竹花),1
紅色藜麥,1
萊姆擠成汁,1
雞里肌（全聯）,1
蒜頭中型,1
切碎的白煮蛋,1
鹽（抓醃小黃瓜）,1
看個人喜好的水果,1
堅果跟果乾代替吐司,1
好市多舒肥雞胸肉,1
豬里肌火鍋薄切肉片,1
紫蘿蔔,1
全聯阿薩姆茶葉蛋,1
全聯卜蜂輕食沙拉胸,1
煎果,1
巴薩米克醋+橄欖油,1
罐頭橄欖,1
菲達起司Feta Cheese,1
乾果,1
羅勒葉或九層塔葉,1
肋眼牛排,1
龐世精選葡萄籽油,1
彩色藜麥,1
小玉黍筍,1
小磨坊新疆孜然,1
青花菜 (切小朵),1
水煮蛋 (每個切1/4塊),1
10樣生菜包,1
李蘋果蕃茄櫻桃葡萄牛油果,1
茶,1
馬鈴薯丁（冷凍）,1
喜歡的香料粉,1
美生菜（ 結球萵苣）,1
香蒜黑胡椒粉,1
好欣豬里肌薄片,1
大豆乾,1
小磨坊香純白胡椒粉,1
新鮮刻花魷魚片,1
小磨坊-辣炒肉片醬,1
鳥蛋1包,1
紅蘿蔔1小條,1
馬鈴薯1顆,1
栗子南瓜半顆,1
黑/白胡椒粉,1
黑豆桑天然蘋果淳,1
黑木耳露(原味無糖),1
球狀馬札瑞拉起司,1
烤吐司邊,1
好市多鱸魚片,1
鴻禧菇吧,1
沙拉醬（桂冠沙拉）,1
清高藜麥,1
橙子,1
菠萝,1
新英格蘭堡,1
原味奶油乾酪抹醬,1
巴西米克醋,1
日式蛋黃醬（美乃滋）,1
家樂氏香脆麥米片（藍色盒）,1
帶鹽的腰果,1
帶鹽的杏仁果,1
鮪魚片罐頭,1
魴魚,1
美生菜（任何生菜都可,1
甜椒（黃）,1
豆豉小魚乾醬,1
綠葡萄,1
小黃瓜或黃椒,1
馬鈴薯（台灣產）,1
馬鈴薯（2個）,1
Avocado oil,1
黑木耳黑糖凍,1
餐包捲,1
法式芥末籽,1
薄菏（或巴西利）,1
馬鈴薯（切塊）,1
洋蔥（切丁）,1
小黃瓜（切薄片）,1
西洋菜,1
生魚片,1
魚露,1
泰式辣椒醬,1
辣椒圈,1
小黃瓜（用濾水洗淨）,1
黑楜椒（可不加）,1
芝麻漢堡麵包,1
豪達起司碎屑Gouda,1
芝麻葉Roquette,1
新鮮香芹Parsley,1
巴薩米克橄欖油醋醬,1
酸甜辣醬,1
馬鈴薯（中型體）,1
甜椒、洋蔥（皆可）,1
配方奶粉,1
雞胸肉（烤過的）,1
彩椒（紅/黃）,1
好市多牛排,1
火腿（切丁）,1
切片鮭魚,1
李錦記烤肉醬,1
咖哩水60%,1
宇相雨來菇,1
喝不完的紅酒,1
香辣醋,1
高筋麵粉100%,1
砂糖16%,1
鹽巴0.6%,1
全蛋10%,1
高糖酵母1.1%,1
香料葉,1
無鹽奶油12%,1
S&B金牌咖哩塊,1
和風鰹魚醬油,1
白蝦仁(中),1
愛思必金牌咖哩(甜味),1
洋蔥或是蘋果半顆,1
水玉豆腐（全聯）,1
義美沙拉,1
愛思必金牌咖哩塊甜味,1
柚香檸檬醬汁,1
薯餅,1
源鮮智慧農場天使生菜盒,1
海鹽適量,1
炒熟芝麻,1
鹹水雞,1
糖(味霖),1
味磳,1
盛和風食集頂級不老鮭魚菲力粥,1
盛和風食集香草熱燻不老鮭魚,1
嫩莖萵苣,1
玓玓原鮮沙拉醬,1
土魠魚排,1
火焰菜萵苣,1
蒙特婁雞肉香料,1
糙米或蔾麥,1
無加鹽綜合堅果,1
培根 (切小段),1
切碎蒜末,1
香菜（可免）,1
布丁,1
乾辣椒片（可省略）,1
角豆（長豆）-切段,1
乾果（莓）,1
柳丁或香吉士,1
桂冠曰式清爽柚香和風醬,1
五味粉,1
桂冠-義式濃郁起司凱薩醬,1
桂冠-日式清爽柚香和風醬,1
九層塔（必備）,1
小雞腿,1
火龍果(紅肉),1
義式油漬蕃茄,1
黃檸檬 ,1
七彩黑胡椒,1
卜峰雞胸肉,1
CAVENDISH薯餅（好市多,1
大陸妹或美生菜,1
大蒜片,1
葡萄醋or檸檬汁,1
吐司火腿,1
［醃料］海鹽,1
［醃料］白胡椒粉,1
［醃料］匈牙利紅椒粉,1
［醃料］蛋黃,1
富味鄉 焙煎黑胡麻醬,1
珍珠馬鈴薯（拳頭大）,1
紅蘿蔔（手掌長）,1
桂冠沙拉 200g,1
熟白飯,1
鮪魚玉米,1
酪梨-切對半挖一半果肉,1
法式香草風味粉（可略）,1
洋香葉粉（可略）,1
憶霖8佳醬,1
豬頭,1
水煮鮪魚片,1
卜蜂義式雞胸肉,1
義大利老麵恰巴提尼,1
(桂冠)沙拉醬,1
生菜沙拉 ,1
檸檬汁（可有可無）,1
果仁,1
柑橘,1
馬鈴薯雞蛋沙拉,1
生菜（紅蘿蔔生菜等）,1
地瓜（小型）,1
台灣酪梨,1
櫻桃 ,1
桂冠凱撒沙拉,1
黃金奇異果 ,1
芒果果醬材料,1
輕食沙拉,1
Mozzarella(可不加,1
雞胸肉/雞腿肉,1
無調味堅果（可免）,1
現榨檸檬汁,1
臺灣酪梨,1
滷汁,1
甘草,1
顆粒砂糖,1
杏仁片（莓果）,1
桂冠濃郁起司凱薩醬（日式和風）,1
貝殼通心麵,1
桂冠濃郁起司凱薩醬,1
義式濃郁起司凱薩醬,1
透抽（中卷）,1
芒果/櫻桃,1
Hellmann’s原味美乃滋,1
玉米粒(非必要),1
番茄(非必要),1
小黃瓜(非必要),1
白芝麻(非必要),1
智利鮑魚（3粒裝）,1
綠色葡萄,1
日本胡麻醬,1
十八雞場 去骨雞腿肉,1
桂冠沙拉200g,1
特甜玉米粒,1
自己做紅蔥頭片,1
西施柚肉,1
紅蔥頭酥,1
泰國魚露,1
草蝦（帶殼）,1
(小七超市)烤好蕃薯,1
(小七超市)無調味綜合堅果,1
(小七超市)千島醬,1
蘋果碎,1
紫高麗苗/彩椒,1
白米糙米紅藜莧籽,1
菱角,1
羅勒百里香,1
野生藍莓,1
奇異果(黃),1
奇異果(綠),1
金桔(可略),1
大白柚肉,1
方形海苔,1
沙拉醬 (美乃滋),1
柚香檸檬拌醬,1
法國芥末,1
食貨集安心培根(切丁),1
佳輝黑胡椒粒,1
平葉巴西里切粗末,1
生菜(萵苣),1
白酒(米酒),1
紐西蘭肋眼火鍋片,1
煙燻起司,1
邱家兄弟白蝦仁,1
美味精選迷你小酸豆,1
大顆黃椒,1
大顆紅椒,1
新鮮香草(可省略),1
鮮奶土司,1
越南米粉或粗米粉,1
豬後腿瘦肉片,1
洋蔥頭切絲,1
蒸熟黃豆,1
芫荽末（香菜）,1
地瓜(切塊),1
水煮蛋(切碎),1
人良油坊特級冷壓初榨橄欖油,1
日式美乃茲,1
塗抹用軟化無鹽奶油,1
牛奶吐司,1
酪梨（冷凍的亦可）,1
乾辣椒片（可略）,1
(頂好超市)紐西蘭酪梨,1
烤好的吐司,1
熟培根丁,1
有籽的芥末醬,1
light沙拉醬,1
新加坡 叻沙 拉麵,1
黑白玫瑰胡椒鹽,1
山葵椒鹽,1
奶油球,1
調味雞胸肉,1
番茄 ,1
凱撒沙拉醬＜全聯＞,1
大辣椒末,1
小磨坊-百里香葉,1
小磨坊-黑胡椒粒,1
甘甜醬油,1
義式香料（可省）,1
黑胡椒（可省）,1
醃好的雞肉,1
主食馬鈴薯,1
覆盆莓,1
生杏仁,1
橙皮絲,1
鮮榨柳橙汁,1
鮮榨萊姆汁,1
羅勒風味橄欖油,1
燻G,1
太白粉或地瓜粉,1
鹽(醃黃瓜用),1
冷凍干貝,1
冰塊(約),1
斯佩爾特小麥粉 630,1
無鹽奶油塊，融成液態,1
蛋，打成蛋液,1
檸檬 ,1
和風柚子醬汁,1
沙拉(約),1
冷(冰)開水(約),1
高麗菜心,1
和風油醋沙拉醬,1
火腿(可免),1
牛梅花,1
佛蒙特咖哩塊(小辣),1
洋芋沙拉,1
綜合水果,1
洋蔥醬,1
造型通心粉,1
高筋麵粉 TYPE 405,1
蔥切花,1
橄欖油 Olive oil,1
法式芥末醬(可省略),1
義大利葡萄酒醋,1
好菇道-鴻喜菇,1
蘿美生菜用手掰成碎片,1
混色彩椒,1
小番茄對半切,1
黑芝麻(若無可省略),1
蒜末(可省略),1
鹽(可省略),1
日式沙拉醬（柚子風味）,1
刨刀,1
火腿／蟹柳,1
吐司片,1
蛤利肉,1
花耶菜,1
番茄(小的),1
蒜味麵包塊,1
水蓮菜,1
魚漿,1
生菜：蘿拉羅沙,1
雞胸(清)肉,1
義式香料（或黑胡椒）,1
蘿蔓(或沙拉用的蔬菜葉20g),1
果寡糖,1
顆粒芥末醬(或芥末醬),1
鹽(烚甘筍用),1
鹽(醃洋蔥/青瓜用),1
鹽(調味用),1
羅美葉,1
生菜：奶油萵苣,1
雷霆之地-巴薩米克醋,1
王后之地-產地新鮮橄欖油,1
愛之味沾光金桔香醋醬,1
茶葉,1
馬鈴薯蔬果蛋沙拉,1
起司歐包,1
玉米罐頭粒,1
羅勒葉&香蜂草（或只用羅勒葉）,1
水耕萵苣,1
全聯豬五花,1
濃農蔓越莓乾,1
生菜：綠橡木萵苣,1
溫室番茄,1
薄鹽烘培核桃,1
楓糖腰果,1
杏仁/堅果類,1
蔓岳莓/乾果,1
炸雞塊/任何肉類,1
初榨橄欖油,1
蒜頭粉,1
鹽 & 黑胡椒,1
布丁取代芒果,1
海綿蛋糕(6cm*0.8cm),1
虎菇,1
切片水果,1
川燙時蔬,1
小紫洋蔥,1
檸檬汁 Lime juice,1
沙拉醬(我用桂冠沙拉),1
羅勒葉碎末,1
各色番茄,1
新鮮 Mozzarella,1
高品質初榨橄㰖油,1
羅勒葉或九層塔,1
a.溫熱白飯,1
玉米醬,1
低脂麥脆片,1
冷粹橄欖油,1
新鮮蘋果,1
綜合香草,1
火腿（厚）,1
水煮蛋，去殼，切片,1
堅果粒或杏仁片,1
玉米，罐頭,1
各式堅果、果乾,1
芒果切丁,1
素鬆或肉鬆,1
鳳梨果醬,1
香菜 Cilantro,1
鹽味鮭魚,1
玉米粒（蒸熟後用小刀切下來）,1
綜合湖鹽堅果,1
桂冠低脂沙拉醬,1
澳洲白玉馬鈴薯（好市多）,1
味噌胡麻和風醬,1
天然紅藜米,1
有機玉米粒,1
煙燻雞肉（全聯）,1
濃縮百香果汁可不加,1
洋蔥和風醬（市售）,1
玫瑰鹽或一般鹽巴,1
中型葡萄柚（取汁）,1
巴西立,1
優格（或美乃滋）,1
無糖原味優格醬,1
韓國柚子醬,1
水煮蛋切半或一開四,1
帕馬森起士粉,1
胡椒粉(可省略),1
紅蘿蔔1根,1
Le Parfait玻璃密封罐,1
帕瑪森乳酪,1
寵鮮包鹿兒蒡蒡配方,1
原味芝麻醬,1
寵鮮包好給力配方,1
榛食本位~煙燻火腿,1
馬鈴薯(中小型/四顆帶皮),1
原味沙拉醬1條,1
烏醋或紅酒醋或義式陳醋,1
千島沙拉醬1條,1
螺旋麵或其它義大利麵,1
沙拉生菜或蔬菜隨喜好,1
油漬摩佐羅拉(莫札瑞拉)乾乳酪,1
蕃茄 Tomatoe,1
酪梨 Avocados,1
洋蔥 Onion,1
香料共和國黑胡椒粉,1
罐頭鯷魚,1
煎好的備用雞胸肉,1
輕低桂冠沙拉（藍色）,1
1/2杯新鮮羅勒葉,1
起司粉(可省),1
歐芹,1
玉米筍、洋蔥,1
小松菜（日本油菜）,1
火腿or香腸,1
科可蘭美乃滋,1
蝦肉丁,1
乾果 葡萄乾或是藍莓乾,1
Walnut,1
Almond 片,1
自選沙拉醬,1
章魚腳,1
辣椒小（可省）,1
沙拉醬或優格,1
Feta費塔乳酪,1
迷迭香香料,1
白蝦/斑節蝦,1
白蘿蔔條：,1
麵粉：,1
奶油：,1
小黃瓜薄片：,1
蘿蔓：,1
牛奶：,1
開水：,1
紅蘿蔔條：,1
鹽（白醬部份）：,1
豆苗：,1
伍斯特醬：,1
南瓜（去皮）,1
麻糬茄子,1
芒果醋(或其他果醋),1
初榨特級橄欖油,1
去膜大蒜,1
法式芥茉醬,1
烤松子：,1
鴻喜菇：,1
菊苣(或其他生菜),1
Salsa sauce,1
厚片吐司或未切土司,1
糖或鹽,1
蜂蜜或煉乳,1
亨氏蕃茄醬（墨西哥辣味）,1
紅辣椒（可依個人喜好調整）,1
腰果碎,1
Costco鮭魚排,1
Hummus,1
蘑菇：,1
全聯煙燻鮭魚抹醬,1
大明蝦,1
長牙籤,1
雞胸肉：,1
鹽麴：,1
紅蔥頭：,1
白酒：,1
脆麵包粒,1
粟米(原條),1
洋蔥切碎（可用蘋果粒代替）,1
瑪芝瑞拉起司,1
唐揚雞,1
柚子和風醬,1
蘋果 (切小丁),1
(希臘)優酪乳,1
綜合水果乾,1
無糖燕麥穀片- Granola,1
帕瑪火腿,1
義大利紅醋,1
芝麻，裝飾用（可略）,1
紅蘿蔔薄片,1
香菜葉(視個人喜好),1
九層塔(視個人喜好),1
虱目魚柳 (或其他海鮮),1
辣椒碎丁,1
白醋(糯米醋),1
香菜梗(視個人喜好),1
酸奶(無糖優格）,1
美式沙拉醬(偏酸),1
香蒜奶油,1
梅花羊肉,1
植物油或無鹽奶油,1
另準備鹽、胡椒,1
酸豆(可省略),1
德國小香腸,1
西洋新鮮巴西里,1
烤甜椒,1
新鮮番茄切丁,1
水煮蛋半生,1
紅酒醋（巴薩米可醋）,1
蜂蜜啤酒（一般啤酒）,1
美生菜、蘿蔓（自選）,1
吐司條,1
罐頭鳳梨或水蜜桃(非必要),1
黑糖粉,1
黃檸檬皮(非必要),1
青蔥末,1
佛蒙特咖哩（中辣）,1
雞胸肉條,1
義大利冷壓初榨橄欖油,1
統一生機-有機小黃瓜,1
統一生機-有機玉米筍,1
梨山雪梨,1
統一生機-生機牛蕃茄,1
統一生機-帶殼台灣紅藜,1
統一生機-有機無籽檸檬,1
統一生機-綜合堅果,1
統一生機-台灣蜂蜜,1
漢堡牛肉排,1
百利鮮奶優格(無加糖),1
美乃滋(或喜歡的沙拉醬),1
黑胡椒/綜合香料,1
豬肉片(火鍋肉片),1
法棍 ,1
